"No.","Time","Source","Destination","Protocol","Length","Info"
"683","01:06:26.492513","172.16.1.141","172.16.1.4","TCP","1514","49169  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"684","01:06:26.492515","172.16.1.141","172.16.1.4","KRB5","209","TGS-REQ"
"685","01:06:26.492543","172.16.1.4","172.16.1.141","TCP","54","88  >  49169 [ACK] Seq=1 Ack=1616 Win=65536 Len=0"
"686","01:06:26.492961","172.16.1.4","172.16.1.141","KRB5","150","KRB Error: KRB5KDC_ERR_S_PRINCIPAL_UNKNOWN"
"687","01:06:26.493296","172.16.1.141","172.16.1.4","TCP","60","49169  >  88 [FIN, ACK] Seq=1616 Ack=97 Win=65536 Len=0"
"688","01:06:26.493316","172.16.1.4","172.16.1.141","TCP","54","88  >  49169 [ACK] Seq=97 Ack=1617 Win=65536 Len=0"
"689","01:06:26.493354","172.16.1.4","172.16.1.141","TCP","54","88  >  49169 [RST, ACK] Seq=97 Ack=1617 Win=0 Len=0"
"690","01:06:26.650954","172.16.1.89","224.0.0.252","LLMNR","66","Standard query 0x6177 A isatap"
"691","01:06:26.759989","172.16.1.89","224.0.0.252","LLMNR","66","Standard query 0x6177 A isatap"
"692","01:06:26.856333","172.16.1.89","172.16.1.4","DNS","89","Standard query 0xd559 SOA JERSEY-SHORE-2C.carlforce.com"
"693","01:06:26.856465","172.16.1.4","172.16.1.89","DNS","166","Standard query response 0xd559 SOA JERSEY-SHORE-2C.carlforce.com SOA carlforce-dc1.carlforce.com A 172.16.1.4"
"694","01:06:26.857872","172.16.1.89","172.16.1.4","DNS","154","Dynamic update 0xd52b SOA carlforce.com CNAME AAAA A A 172.16.1.89"
"695","01:06:26.858705","172.16.1.4","172.16.1.89","DNS","154","Dynamic update response 0xd52b SOA carlforce.com CNAME AAAA A A 172.16.1.89"
"696","01:06:26.962942","172.16.1.89","172.16.1.255","NBNS","92","Name query NB ISATAP<00>"
"697","01:06:27.044100","172.16.1.89","172.16.1.4","TCP","66","49169  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"698","01:06:27.044151","172.16.1.4","172.16.1.89","TCP","66","88  >  49169 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"699","01:06:27.044891","172.16.1.89","172.16.1.4","TCP","60","49169  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"700","01:06:27.044891","172.16.1.89","172.16.1.4","KRB5","296","AS-REQ"
"701","01:06:27.045462","172.16.1.4","172.16.1.89","KRB5","333","KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED"
"702","01:06:27.046243","172.16.1.89","172.16.1.4","TCP","60","49169  >  88 [FIN, ACK] Seq=243 Ack=280 Win=65280 Len=0"
"703","01:06:27.046265","172.16.1.4","172.16.1.89","TCP","54","88  >  49169 [ACK] Seq=280 Ack=244 Win=65536 Len=0"
"704","01:06:27.046303","172.16.1.4","172.16.1.89","TCP","54","88  >  49169 [RST, ACK] Seq=280 Ack=244 Win=0 Len=0"
"705","01:06:27.069722","172.16.1.89","172.16.1.4","TCP","66","49170  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"706","01:06:27.069773","172.16.1.4","172.16.1.89","TCP","66","88  >  49170 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"707","01:06:27.070507","172.16.1.89","172.16.1.4","TCP","60","49170  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"708","01:06:27.070508","172.16.1.89","172.16.1.4","KRB5","376","AS-REQ"
"709","01:06:27.071519","172.16.1.4","172.16.1.89","KRB5","1695","AS-REP"
"710","01:06:27.072384","172.16.1.89","172.16.1.4","TCP","60","49170  >  88 [ACK] Seq=323 Ack=1642 Win=65536 Len=0"
"711","01:06:27.072385","172.16.1.89","172.16.1.4","TCP","60","49170  >  88 [FIN, ACK] Seq=323 Ack=1642 Win=65536 Len=0"
"712","01:06:27.072408","172.16.1.4","172.16.1.89","TCP","54","88  >  49170 [ACK] Seq=1642 Ack=324 Win=65536 Len=0"
"713","01:06:27.072449","172.16.1.4","172.16.1.89","TCP","54","88  >  49170 [RST, ACK] Seq=1642 Ack=324 Win=0 Len=0"
"714","01:06:27.072745","172.16.1.89","172.16.1.4","TCP","66","49171  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"715","01:06:27.072776","172.16.1.4","172.16.1.89","TCP","66","88  >  49171 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"716","01:06:27.073492","172.16.1.89","172.16.1.4","TCP","60","49171  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"717","01:06:27.073493","172.16.1.89","172.16.1.4","TCP","1514","49171  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"718","01:06:27.073495","172.16.1.89","172.16.1.4","KRB5","241","TGS-REQ"
"719","01:06:27.073518","172.16.1.4","172.16.1.89","TCP","54","88  >  49171 [ACK] Seq=1 Ack=1648 Win=65536 Len=0"
"720","01:06:27.073948","172.16.1.4","172.16.1.89","KRB5","150","KRB Error: KRB5KDC_ERR_S_PRINCIPAL_UNKNOWN"
"721","01:06:27.074693","172.16.1.89","172.16.1.4","TCP","60","49171  >  88 [FIN, ACK] Seq=1648 Ack=97 Win=65536 Len=0"
"722","01:06:27.074714","172.16.1.4","172.16.1.89","TCP","54","88  >  49171 [ACK] Seq=97 Ack=1649 Win=65536 Len=0"
"723","01:06:27.074748","172.16.1.4","172.16.1.89","TCP","54","88  >  49171 [RST, ACK] Seq=97 Ack=1649 Win=0 Len=0"
"724","01:06:27.462364","172.16.1.89","224.0.0.252","LLMNR","66","Standard query 0x6177 A isatap"
"725","01:06:27.571265","172.16.1.89","224.0.0.252","LLMNR","66","Standard query 0x6177 A isatap"
"726","01:06:27.727154","172.16.1.89","172.16.1.255","NBNS","92","Name query NB ISATAP<00>"
"727","01:06:27.774195","172.16.1.89","172.16.1.255","NBNS","92","Name query NB ISATAP<00>"
"728","01:06:27.805143","172.16.1.89","172.16.1.4","TCP","66","[TCP Retransmission] 49166  >  49155 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"729","01:06:27.805218","172.16.1.4","172.16.1.89","TCP","66","[TCP Previous segment not captured] [TCP Port numbers reused] 49155  >  49166 [SYN, ACK] Seq=630344974 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"730","01:06:27.805970","172.16.1.89","172.16.1.4","TCP","60","[TCP ACKed unseen segment] 49166  >  49155 [ACK] Seq=1 Ack=630344975 Win=65536 Len=0"
"731","01:06:27.806340","172.16.1.89","172.16.1.4","TCP","1514","[TCP Retransmission] 49166  >  49155 [ACK] Seq=1 Ack=630344975 Win=65536 Len=1460"
"732","01:06:27.806341","172.16.1.89","172.16.1.4","TCP","498","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=1461 Ack=630344975 Win=65536 Len=444"
"733","01:06:27.806368","172.16.1.4","172.16.1.89","TCP","54","49155  >  49166 [ACK] Seq=630344975 Ack=1905 Win=65536 Len=0"
"734","01:06:27.807189","172.16.1.4","172.16.1.89","DCERPC","338","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"735","01:06:27.808092","172.16.1.89","172.16.1.4","TCP","274","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=1905 Ack=630345259 Win=65280 Len=220"
"736","01:06:27.808362","172.16.1.4","172.16.1.89","DCERPC","159","Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"737","01:06:27.809262","172.16.1.89","172.16.1.4","TCP","306","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=2125 Ack=630345364 Win=65280 Len=252"
"738","01:06:27.809517","172.16.1.4","172.16.1.89","DCERPC","258","Response: call_id: 2, Fragment: Single, Ctx: 1"
"739","01:06:27.810486","172.16.1.89","172.16.1.4","TCP","322","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=2377 Ack=630345568 Win=65024 Len=268"
"740","01:06:27.810901","172.16.1.4","172.16.1.89","DCERPC","434","Response: call_id: 3, Fragment: Single, Ctx: 1"
"741","01:06:27.811787","172.16.1.89","172.16.1.4","TCP","322","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=2645 Ack=630345948 Win=64512 Len=268"
"742","01:06:27.812135","172.16.1.4","172.16.1.89","DCERPC","402","Response: call_id: 4, Fragment: Single, Ctx: 1"
"743","01:06:27.813017","172.16.1.89","172.16.1.4","TCP","194","[TCP Retransmission] 49166  >  49155 [PSH, ACK] Seq=2913 Ack=630346296 Win=64256 Len=140"
"744","01:06:27.813150","172.16.1.4","172.16.1.89","DCERPC","194","Response: call_id: 5, Fragment: Single, Ctx: 1"
"745","01:06:28.023520","172.16.1.89","172.16.1.4","TCP","60","49166  >  49155 [ACK] Seq=3053 Ack=630346436 Win=65536 Len=0"
"746","01:06:28.077568","172.16.1.67","224.0.0.252","LLMNR","66","Standard query 0xd0df A isatap"
"747","01:06:28.186569","172.16.1.67","224.0.0.252","LLMNR","66","Standard query 0xd0df A isatap"
"748","01:06:28.285368","172.16.1.67","172.16.1.4","DNS","84","Standard query 0xbf51 SRV _ldap._tcp.carlforce.com"
"749","01:06:28.285525","172.16.1.4","172.16.1.67","DNS","147","Standard query response 0xbf51 SRV _ldap._tcp.carlforce.com SRV 0 100 389 carlforce-dc1.carlforce.com A 172.16.1.4"
"750","01:06:28.286776","172.16.1.67","172.16.1.4","DNS","87","Standard query 0x4064 A carlforce-dc1.carlforce.com"
"751","01:06:28.286895","172.16.1.4","172.16.1.67","DNS","103","Standard query response 0x4064 A carlforce-dc1.carlforce.com A 172.16.1.4"
"752","01:06:28.288626","172.16.1.67","172.16.1.4","CLDAP","213","searchRequest(1) ""<ROOT>"" baseObject "
"753","01:06:28.288841","172.16.1.4","172.16.1.67","CLDAP","230","searchResEntry(1) ""<ROOT>"" searchResDone(1) success  [1 result]"
"754","01:06:28.321790","172.16.1.89","172.16.1.4","DNS","129","Standard query 0xfb8b SRV _ldap._tcp.Default-First-Site-Name._sites.CARLFORCE-DC1.carlforce.com"
"755","01:06:28.321921","172.16.1.4","172.16.1.89","DNS","203","Standard query response 0xfb8b No such name SRV _ldap._tcp.Default-First-Site-Name._sites.CARLFORCE-DC1.carlforce.com SOA carlforce-dc1.carlforce.com"
"756","01:06:28.322958","172.16.1.89","172.16.1.4","DNS","98","Standard query 0xf208 SRV _ldap._tcp.CARLFORCE-DC1.carlforce.com"
"757","01:06:28.323083","172.16.1.4","172.16.1.89","DNS","172","Standard query response 0xf208 No such name SRV _ldap._tcp.CARLFORCE-DC1.carlforce.com SOA carlforce-dc1.carlforce.com"
"758","01:06:28.324474","172.16.1.89","172.16.1.4","TCP","66","49172  >  389 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"759","01:06:28.324531","172.16.1.4","172.16.1.89","TCP","66","389  >  49172 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"760","01:06:28.325266","172.16.1.89","172.16.1.4","TCP","60","49172  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"761","01:06:28.325642","172.16.1.89","172.16.1.4","LDAP","404","searchRequest(1) ""<ROOT>"" baseObject "
"762","01:06:28.325857","172.16.1.4","172.16.1.89","LDAP","2373","searchResEntry(1) ""<ROOT>""  | searchResDone(1) success  [3 results]"
"763","01:06:28.326734","172.16.1.89","172.16.1.4","TCP","60","49172  >  389 [ACK] Seq=351 Ack=2320 Win=65536 Len=0"
"764","01:06:28.327425","172.16.1.89","172.16.1.4","TCP","1514","49172  >  389 [ACK] Seq=351 Ack=2320 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"765","01:06:28.327427","172.16.1.89","172.16.1.4","LDAP","365","bindRequest(3) ""<ROOT>"" sasl "
"766","01:06:28.327460","172.16.1.4","172.16.1.89","TCP","54","389  >  49172 [ACK] Seq=2320 Ack=2122 Win=65536 Len=0"
"767","01:06:28.328405","172.16.1.4","172.16.1.89","LDAP","264","bindResponse(3) success "
"768","01:06:28.334584","172.16.1.89","172.16.1.4","TCP","66","49173  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"769","01:06:28.334635","172.16.1.4","172.16.1.89","TCP","66","88  >  49173 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"770","01:06:28.335374","172.16.1.89","172.16.1.4","TCP","60","49173  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"771","01:06:28.335375","172.16.1.89","172.16.1.4","TCP","1514","49173  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"772","01:06:28.335377","172.16.1.89","172.16.1.4","KRB5","242","TGS-REQ"
"773","01:06:28.335412","172.16.1.4","172.16.1.89","TCP","54","88  >  49173 [ACK] Seq=1 Ack=1649 Win=65536 Len=0"
"774","01:06:28.336702","172.16.1.4","172.16.1.89","KRB5","1662","TGS-REP"
"775","01:06:28.337580","172.16.1.89","172.16.1.4","TCP","60","49173  >  88 [ACK] Seq=1649 Ack=1609 Win=65536 Len=0"
"776","01:06:28.337581","172.16.1.89","172.16.1.4","TCP","60","49173  >  88 [FIN, ACK] Seq=1649 Ack=1609 Win=65536 Len=0"
"777","01:06:28.337605","172.16.1.4","172.16.1.89","TCP","54","88  >  49173 [ACK] Seq=1609 Ack=1650 Win=65536 Len=0"
"778","01:06:28.337648","172.16.1.4","172.16.1.89","TCP","54","88  >  49173 [RST, ACK] Seq=1609 Ack=1650 Win=0 Len=0"
"779","01:06:28.339259","172.16.1.89","172.16.1.4","LDAP","215","SASL GSS-API Integrity: searchRequest(4) ""DC=carlforce,DC=com"" wholeSubtree "
"780","01:06:28.339569","172.16.1.4","172.16.1.89","LDAP","520","SASL GSS-API Integrity: searchResEntry(4) ""DC=carlforce,DC=com"" searchResRef(4) searchResRef(4) searchResRef(4) searchResDone(4) success  [3 results]"
"781","01:06:28.341356","172.16.1.89","172.16.1.4","TCP","66","49174  >  389 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"782","01:06:28.341407","172.16.1.4","172.16.1.89","TCP","66","389  >  49174 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"783","01:06:28.342139","172.16.1.89","172.16.1.4","TCP","60","49174  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"784","01:06:28.342965","172.16.1.89","172.16.1.4","TCP","1514","49174  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"785","01:06:28.342968","172.16.1.89","172.16.1.4","LDAP","365","bindRequest(7) ""<ROOT>"" sasl "
"786","01:06:28.343003","172.16.1.4","172.16.1.89","TCP","54","389  >  49174 [ACK] Seq=1 Ack=1772 Win=65536 Len=0"
"787","01:06:28.343858","172.16.1.4","172.16.1.89","LDAP","264","bindResponse(7) success "
"788","01:06:28.344820","172.16.1.89","172.16.1.4","LDAP","230","SASL GSS-API Integrity: searchRequest(8) ""<ROOT>"" baseObject "
"789","01:06:28.344939","172.16.1.4","172.16.1.89","LDAP","209","SASL GSS-API Integrity: searchResEntry(8) ""<ROOT>"" searchResDone(8) success  [2 results]"
"790","01:06:28.345778","172.16.1.89","172.16.1.4","LDAP","229","SASL GSS-API Integrity: searchRequest(9) ""CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=carlforce,DC=com"" baseObject "
"791","01:06:28.345971","172.16.1.4","172.16.1.89","LDAP","203","SASL GSS-API Integrity: searchResEntry(9) ""CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=carlforce,DC=com"" searchResDone(9) success  [2 results]"
"792","01:06:28.346917","172.16.1.89","172.16.1.4","LDAP","544","SASL GSS-API Integrity: searchRequest(10) ""cn=policies,cn=system,DC=carlforce,DC=com"" wholeSubtree "
"793","01:06:28.347289","172.16.1.4","172.16.1.89","LDAP","1289","SASL GSS-API Integrity: searchResEntry(10) ""CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=Policies,CN=System,DC=carlforce,DC=com"" searchResDone(10) success  [3 results]"
"794","01:06:28.351190","172.16.1.89","172.16.1.4","DNS","73","Standard query 0x7212 A carlforce.com"
"795","01:06:28.384481","172.16.1.4","172.16.1.89","DNS","89","Standard query response 0x7212 A carlforce.com A 172.16.1.4"
"796","01:06:28.386768","172.16.1.89","172.16.1.4","TCP","66","49175  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"797","01:06:28.386837","172.16.1.4","172.16.1.89","TCP","66","445  >  49175 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"798","01:06:28.387585","172.16.1.89","172.16.1.4","TCP","60","49175  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"799","01:06:28.387586","172.16.1.89","172.16.1.4","SMB","213","Negotiate Protocol Request"
"800","01:06:28.387936","172.16.1.4","172.16.1.89","SMB2","306","Negotiate Protocol Response"
"801","01:06:28.388747","172.16.1.89","172.16.1.4","SMB2","162","Negotiate Protocol Request"
"802","01:06:28.388915","172.16.1.4","172.16.1.89","SMB2","306","Negotiate Protocol Response"
"803","01:06:28.389247","172.16.1.67","172.16.1.255","NBNS","92","Name query NB ISATAP<00>"
"804","01:06:28.389636","172.16.1.67","172.16.1.4","TCP","66","49157  >  389 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"805","01:06:28.389665","172.16.1.4","172.16.1.67","TCP","66","389  >  49157 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"806","01:06:28.390003","172.16.1.89","172.16.1.4","TCP","66","49176  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"807","01:06:28.390004","172.16.1.67","172.16.1.4","TCP","60","49157  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"808","01:06:28.390005","172.16.1.67","172.16.1.4","LDAP","404","searchRequest(1) ""<ROOT>"" baseObject "
"809","01:06:28.390033","172.16.1.4","172.16.1.89","TCP","66","88  >  49176 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"810","01:06:28.390356","172.16.1.4","172.16.1.67","LDAP","2373","searchResEntry(1) ""<ROOT>""  | searchResDone(1) success  [4 results]"
"811","01:06:28.390714","172.16.1.89","172.16.1.4","TCP","60","49176  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"812","01:06:28.391048","172.16.1.89","172.16.1.4","TCP","1514","49176  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"813","01:06:28.391049","172.16.1.89","172.16.1.4","KRB5","245","TGS-REQ"
"814","01:06:28.391050","172.16.1.67","172.16.1.4","TCP","60","49157  >  389 [ACK] Seq=351 Ack=2320 Win=65536 Len=0"
"815","01:06:28.391072","172.16.1.4","172.16.1.89","TCP","54","88  >  49176 [ACK] Seq=1 Ack=1652 Win=65536 Len=0"
"816","01:06:28.391523","172.16.1.4","172.16.1.89","KRB5","154","KRB Error: KRB5KDC_ERR_S_PRINCIPAL_UNKNOWN"
"817","01:06:28.391857","172.16.1.67","172.16.1.4","TCP","66","49158  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"818","01:06:28.391890","172.16.1.4","172.16.1.67","TCP","66","88  >  49158 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"819","01:06:28.392228","172.16.1.89","172.16.1.4","TCP","60","49176  >  88 [FIN, ACK] Seq=1652 Ack=101 Win=65536 Len=0"
"820","01:06:28.392229","172.16.1.67","172.16.1.4","TCP","60","49158  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"821","01:06:28.392229","172.16.1.67","172.16.1.4","KRB5","296","AS-REQ"
"822","01:06:28.392265","172.16.1.4","172.16.1.89","TCP","54","88  >  49176 [ACK] Seq=101 Ack=1653 Win=65536 Len=0"
"823","01:06:28.392312","172.16.1.4","172.16.1.89","TCP","54","88  >  49176 [RST, ACK] Seq=101 Ack=1653 Win=0 Len=0"
"824","01:06:28.392948","172.16.1.4","172.16.1.67","KRB5","337","KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED"
"825","01:06:28.393284","172.16.1.67","172.16.1.4","TCP","60","49158  >  88 [FIN, ACK] Seq=243 Ack=284 Win=65280 Len=0"
"826","01:06:28.393303","172.16.1.4","172.16.1.67","TCP","54","88  >  49158 [ACK] Seq=284 Ack=244 Win=65536 Len=0"
"827","01:06:28.393342","172.16.1.4","172.16.1.67","TCP","54","88  >  49158 [RST, ACK] Seq=284 Ack=244 Win=0 Len=0"
"828","01:06:28.396854","172.16.1.89","172.16.1.4","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE"
"829","01:06:28.397113","172.16.1.4","172.16.1.89","SMB2","425","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE"
"830","01:06:28.398188","172.16.1.89","172.16.1.4","SMB2","753","Session Setup Request, NTLMSSP_AUTH, User: CARLFORCE\\JERSEY-SHORE-2C$"
"831","01:06:28.399257","172.16.1.4","172.16.1.89","SMB2","159","Session Setup Response"
"832","01:06:28.400200","172.16.1.89","172.16.1.4","SMB2","170","Tree Connect Request Tree: \\\\carlforce.com\\IPC$"
"833","01:06:28.400333","172.16.1.4","172.16.1.89","SMB2","138","Tree Connect Response"
"834","01:06:28.401246","172.16.1.89","172.16.1.4","SMB2","224","Ioctl Request FSCTL_DFS_GET_REFERRALS, File: \\carlforce.com\\sysvol"
"835","01:06:28.401444","172.16.1.4","172.16.1.89","SMB2","372","Ioctl Response FSCTL_DFS_GET_REFERRALS"
"836","01:06:28.403279","172.16.1.89","172.16.1.4","TCP","66","49177  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"837","01:06:28.403332","172.16.1.4","172.16.1.89","TCP","66","445  >  49177 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"838","01:06:28.404083","172.16.1.89","172.16.1.4","TCP","60","49177  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"839","01:06:28.404083","172.16.1.89","172.16.1.4","SMB","213","Negotiate Protocol Request"
"840","01:06:28.404441","172.16.1.4","172.16.1.89","SMB2","306","Negotiate Protocol Response"
"841","01:06:28.405220","172.16.1.89","172.16.1.4","SMB2","162","Negotiate Protocol Request"
"842","01:06:28.405440","172.16.1.4","172.16.1.89","SMB2","306","Negotiate Protocol Response"
"843","01:06:28.406616","172.16.1.89","172.16.1.4","TCP","66","49178  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"844","01:06:28.406665","172.16.1.4","172.16.1.89","TCP","66","88  >  49178 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"845","01:06:28.407408","172.16.1.89","172.16.1.4","TCP","60","49178  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"846","01:06:28.407409","172.16.1.89","172.16.1.4","TCP","1514","49178  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"847","01:06:28.407410","172.16.1.89","172.16.1.4","KRB5","259","TGS-REQ"
"848","01:06:28.407451","172.16.1.4","172.16.1.89","TCP","54","88  >  49178 [ACK] Seq=1 Ack=1666 Win=65536 Len=0"
"849","01:06:28.408902","172.16.1.4","172.16.1.89","KRB5","1697","TGS-REP"
"850","01:06:28.409769","172.16.1.89","172.16.1.4","TCP","60","49178  >  88 [ACK] Seq=1666 Ack=1644 Win=65536 Len=0"
"851","01:06:28.409770","172.16.1.89","172.16.1.4","TCP","60","49178  >  88 [FIN, ACK] Seq=1666 Ack=1644 Win=65536 Len=0"
"852","01:06:28.409771","172.16.1.89","172.16.1.4","TCP","66","49179  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"853","01:06:28.409796","172.16.1.4","172.16.1.89","TCP","54","88  >  49178 [ACK] Seq=1644 Ack=1667 Win=65536 Len=0"
"854","01:06:28.409833","172.16.1.4","172.16.1.89","TCP","66","88  >  49179 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"855","01:06:28.409863","172.16.1.4","172.16.1.89","TCP","54","88  >  49178 [RST, ACK] Seq=1644 Ack=1667 Win=0 Len=0"
"856","01:06:28.410154","172.16.1.67","172.16.1.4","TCP","66","49159  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"857","01:06:28.410186","172.16.1.4","172.16.1.67","TCP","66","88  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"858","01:06:28.410526","172.16.1.89","172.16.1.4","TCP","60","49179  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"859","01:06:28.410527","172.16.1.67","172.16.1.4","TCP","60","49159  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"860","01:06:28.410527","172.16.1.67","172.16.1.4","KRB5","376","AS-REQ"
"861","01:06:28.410528","172.16.1.89","172.16.1.4","TCP","1514","49179  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"862","01:06:28.410542","172.16.1.89","172.16.1.4","KRB5","93","TGS-REQ"
"863","01:06:28.410585","172.16.1.4","172.16.1.89","TCP","54","88  >  49179 [ACK] Seq=1 Ack=1500 Win=65536 Len=0"
"864","01:06:28.411631","172.16.1.4","172.16.1.67","KRB5","1697","AS-REP"
"865","01:06:28.412107","172.16.1.4","172.16.1.89","KRB5","1566","TGS-REP"
"866","01:06:28.412375","172.16.1.67","172.16.1.4","TCP","60","49159  >  88 [ACK] Seq=323 Ack=1644 Win=65536 Len=0"
"867","01:06:28.412376","172.16.1.67","172.16.1.4","TCP","60","49159  >  88 [FIN, ACK] Seq=323 Ack=1644 Win=65536 Len=0"
"868","01:06:28.412405","172.16.1.4","172.16.1.67","TCP","54","88  >  49159 [ACK] Seq=1644 Ack=324 Win=65536 Len=0"
"869","01:06:28.412436","172.16.1.4","172.16.1.67","TCP","54","88  >  49159 [RST, ACK] Seq=1644 Ack=324 Win=0 Len=0"
"870","01:06:28.412749","172.16.1.67","172.16.1.4","TCP","66","49160  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"871","01:06:28.412750","172.16.1.89","172.16.1.4","TCP","60","49179  >  88 [ACK] Seq=1500 Ack=1513 Win=65536 Len=0"
"872","01:06:28.412750","172.16.1.89","172.16.1.4","TCP","60","49179  >  88 [FIN, ACK] Seq=1500 Ack=1513 Win=65536 Len=0"
